"Carbon dioxide emissions, per capita (tonnes)"
" ","Medium human development","0.7","","0.8","","1.1","","1.1","","1.2","","1.2","","1.3","","1.3","","1.3",""
" ","Low human development","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Developing Countries","1.8","","2.3","","2.9","","3.0","","3.1","","3.2","","3.2","","3.1","","3.1",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","3.1","","3.6","","4.2","","4.2","","4.4","","4.4","","4.5","","4.5","","4.4",""
" ","East Asia and the Pacific","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Europe and Central Asia","4.3","","4.5","","4.8","","5.1","","5.1","","4.9","","4.8","","4.5","","4.6",""
" ","Latin America and the Caribbean","2.3","","2.4","","2.6","","2.6","","2.7","","2.7","","2.7","","2.7","","2.6",""
" ","South Asia","0.9","","1.1","","1.4","","1.4","","1.5","","1.5","","1.6","","1.6","","1.6",""
" ","Sub-Saharan Africa","0.8","","0.9","","0.9","","0.8","","0.9","","0.9","","0.9","","0.9","","0.8",""
" ","Least Developed Countries","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Small Island Developing States","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Organization for Economic Co-operation and Development","10.9","","10.7","","10.0","","9.7","","9.5","","9.5","","9.2","","9.1","","9.0",""
" ","World","3.7","","4.1","","4.3","","4.4","","4.4","","4.5","","4.4","","4.3","","4.3",""
""
