Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 Turkey,12513.9,12386.2,12812.4,13585.8,12630.3,13489.9,14287.4,15134.3,15308.8,14517.3,15239.1,13968.6,14738.3,15361.3,16677.3,17998.5,19039.1,19789.4,19708.3,18506.1,19867.2,21738.2,22436.1,23895.1,24712.8,25718.8,26121.9,27570.8,27864.1,27700.9
 Turkmenistan,7264.4,6737.9,5566.8,5494.0,4556.5,4019.2,4207.7,3770.5,3899.8,4423.7,4421.6,4756.6,4609.7,4783.2,4958.4,5241.8,5998.1,6581.8,7260.5,7527.1,7901.5,8787.5,9606.3,10475.0,11310.6,12237.0,13208.6,13615.5,14229.2,14908.7
 Tuvalu,3462.2,3541.6,3622.0,3730.9,4074.3,3833.7,3611.5,3919.5,4540.7,4451.7,4406.6,5074.8,6002.2,4354.5,4649.6,4434.6,4404.8,4427.2,4740.0,4395.8,4318.2,4245.6,4722.2,4941.1,4637.7,5554.1,6069.2,5583.2,5654.1,6132.2
 Uganda,890.4,909.4,898.4,955.7,984.8,1070.0,1136.2,1165.9,1190.0,1247.5,1230.3,1238.6,1317.8,1360.5,1398.7,1437.6,1550.1,1637.1,1726.6,1796.3,1837.0,1949.3,1949.2,1952.4,1982.2,2021.7,2036.5,2026.0,2061.8,2123.3
 Ukraine,16181.8,14707.0,12938.8,10861.9,8531.9,7537.8,6840.6,6694.2,6579.0,6581.6,7025.5,7842.0,8355.9,9247.9,10460.2,10840.0,11673.9,12761.7,13073.7,11077.5,11607.5,12179.5,12309.8,12335.8,12256.0,11272.9,11706.9,12144.0,12657.3,13215.9
 United Arab Emirates,102433.2,96250.4,93043.6,92505.4,96784.5,101303.4,101490.3,103567.1,99915.9,98569.3,104640.4,103519.1,96736.7,97761.5,98236.2,92443.5,88502.5,79459.4,69814.6,59017.2,54911.3,56153.0,57447.4,60007.3,62499.8,65528.6,66881.3,67667.5,67195.1,67462.1
 United Kingdom,30456.1,30046.3,30163.3,30811.2,32018.7,32670.8,33417.9,34662.5,36004.5,36877.5,38271.3,39390.5,40361.7,41489.9,42138.0,43311.2,43652.0,44116.4,43454.2,41366.8,42182.8,42635.3,42361.9,42547.3,43329.6,43885.2,44334.7,45426.7,45686.4,46070.6
 United States,40941.6,40327.9,41158.4,41728.2,42821.1,43471.8,44597.2,45972.9,47439.4,49162.3,50662.8,50725.3,51108.8,52170.2,53722.0,55075.0,55975.1,56702.2,56249.9,54314.6,55421.2,55991.7,56789.7,57408.9,58392.8,59559.4,60023.9,61019.0,62666.5,63825.7
 Uruguay,9819.9,10226.3,11016.3,11243.7,11942.7,11718.5,12309.2,13359.8,13869.8,13622.6,13298.9,12760.8,11880.8,11417.5,11966.7,13065.0,13678.3,14545.7,15422.8,15977.1,17079.0,17969.1,17772.5,18924.3,19261.9,19679.2,19844.0,20055.8,20091.3,20063.6
 Uzbekistan,3312.2,3219.1,2793.0,2673.0,2481.1,2411.6,2400.3,2464.2,2543.5,2606.3,2614.4,2721.0,2808.0,2900.8,3100.7,3280.5,3403.0,3911.6,4044.8,4291.8,4714.7,5031.6,5341.2,5701.9,5969.9,6185.7,6415.1,6652.2,6893.8,7142.0
 Vanuatu,2854.3,2703.1,2523.1,2520.3,2493.7,2601.7,2650.9,2683.4,2744.3,2851.1,2853.3,2812.9,2614.5,2620.9,2648.2,2678.2,2895.5,2954.3,3216.7,3144.1,3137.7,3109.9,3047.5,3047.8,3062.2,2968.7,3031.8,3082.6,3091.2,3104.8
 Venezuela (Bolivarian Republic of),16529.5,17804.6,18129.2,17788.0,16935.7,17365.4,16990.5,17068.2,16810.6,15703.8,16027.8,16190.4,14297.1,13001.3,15040.0,16586.1,18115.8,19727.0,20306.1,19180.9,18543.8,18769.8,19481.9,19360.1,18832.8,17213.8,14527.7,12436.2,10380.4,7044.6
 Viet Nam,1579.0,1656.3,1798.4,1897.7,2054.6,2242.3,2404.1,2558.0,2670.8,2778.1,3143.9,3308.7,3483.4,3679.9,3941.4,3884.6,4103.9,4328.3,4520.0,4274.0,4920.9,5146.8,5369.7,5586.6,5828.4,6130.1,6504.3,6616.5,7050.8,7432.7
 Yemen,2958.1,2788.3,2762.3,2749.6,2681.5,2915.9,3232.0,3325.1,3504.7,3426.2,3612.0,3754.6,3809.1,3874.7,3892.7,3979.7,4179.6,4209.6,4213.5,4363.3,4304.4,3493.2,3600.0,3607.3,3136.6,2194.6,1845.6,1619.6,1564.0,1593.7
 Zambia,2015.6,1866.0,1818.7,1941.0,1755.8,1763.6,1836.8,1853.6,1787.3,1848.6,1879.3,1934.2,1978.9,2077.1,2088.7,2154.8,2225.8,2300.9,2499.3,2800.1,2872.2,2873.2,3333.8,3389.7,3263.3,3403.7,3237.7,3330.8,3365.7,3325.5
 Zimbabwe,1866.3,1923.2,1737.7,1749.3,1813.5,1781.8,1963.6,1947.6,1909.4,1868.6,1717.1,1759.3,1657.7,1520.1,1452.8,1384.5,1327.2,1290.9,1096.7,1670.4,2016.3,2221.7,2576.4,2673.7,2697.4,2657.7,2681.4,2758.8,2942.0,2665.6
